['07/16/19 18:36:36', 2172.0532751083374, 21.5, 70.8116]
['07/16/19 18:36:46', 2182.053358078003, 21.437, 70.5866]
['07/16/19 18:36:56', 2192.054398059845, 21.312, 70.36160000000001]
['07/16/19 18:37:06', 2202.0532689094543, 21.25, 70.25]
['07/16/19 18:37:16', 2212.0533521175385, 21.125, 70.025]
['07/16/19 18:37:26', 2222.054400920868, 21.062, 69.91159999999999]
['07/16/19 18:37:36', 2232.053307056427, 20.937, 69.6866]
['07/16/19 18:37:46', 2242.0533480644226, 20.875, 69.575]
['07/16/19 18:37:56', 2252.0543789863586, 20.75, 69.35]
['07/16/19 18:38:06', 2262.053467988968, 20.625, 69.125]
['07/16/19 18:38:16', 2272.053369998932, 20.562, 69.0116]
['07/16/19 18:38:26', 2282.0533509254456, 20.437, 68.78659999999999]
['07/16/19 18:38:36', 2292.0533170700073, 20.375, 68.67500000000001]
['07/16/19 18:38:46', 2302.0543920993805, 20.25, 68.45]
['07/16/19 18:38:56', 2312.0533549785614, 20.187, 68.3366]
['07/16/19 18:39:06', 2322.0532829761505, 20.062, 68.11160000000001]
['07/16/19 18:39:16', 2332.053369998932, 20.0, 68.0]
['07/16/19 18:39:26', 2342.0533471107483, 19.875, 67.775]
['07/16/19 18:39:36', 2352.0541291236877, 19.812, 67.66159999999999]
['07/16/19 18:39:46', 2362.0533409118652, 19.687, 67.4366]
['07/16/19 18:39:56', 2372.053367137909, 19.625, 67.325]
['07/16/19 18:40:06', 2382.05330491066, 19.5, 67.1]
['07/16/19 18:40:16', 2392.0533480644226, 19.437, 66.98660000000001]
['07/16/19 18:40:27', 2402.9347920417786, 19.312, 66.7616]
['07/16/19 18:40:36', 2412.0532641410828, 19.25, 66.65]
['07/16/19 18:40:46', 2422.0533530712128, 19.125, 66.42500000000001]
['07/16/19 18:40:56', 2432.053369998932, 19.062, 66.3116]
['07/16/19 18:41:06', 2442.054923057556, 18.937, 66.0866]
['07/16/19 18:41:16', 2452.053365945816, 18.875, 65.86160000000001]
['07/16/19 18:41:26', 2462.0533471107483, 18.75, 65.75]
['07/16/19 18:41:36', 2472.053292989731, 18.687, 65.6366]
['07/16/19 18:41:46', 2482.055006980896, 18.562, 65.41159999999999]
['07/16/19 18:41:56', 2492.0533509254456, 18.5, 65.30000000000001]
['07/16/19 18:42:06', 2502.133302927017, 18.375, 65.075]
['07/16/19 18:42:16', 2512.1346731185913, 18.312, 64.9616]
['07/16/19 18:42:26', 2522.1333451271057, 18.187, 64.73660000000001]
['07/16/19 18:42:36', 2532.134619951248, 18.125, 64.625]
['07/16/19 18:42:46', 2542.1333730220795, 18.0, 64.4]
['07/16/19 18:42:56', 2552.1333470344543, 17.937, 64.28659999999999]
['07/16/19 18:43:06', 2562.213304042816, 17.812, 64.0616]
['07/16/19 18:43:16', 2572.134738922119, 17.75, 63.95]
['07/16/19 18:43:26', 2582.1333680152893, 17.687, 63.836600000000004]
['07/16/19 18:43:36', 2592.133323907852, 17.625, 63.725]
['07/16/19 18:43:46', 2602.1333639621735, 17.562, 63.6116]
['07/16/19 18:43:56', 2612.134649038315, 17.5, 63.5]
['07/16/19 18:44:06', 2622.133353948593, 17.375, 63.275000000000006]
['07/16/19 18:44:16', 2632.133348941803, 17.312, 63.16160000000001]
['07/16/19 18:44:26', 2642.133371114731, 17.25, 63.05]
['07/16/19 18:44:36', 2652.1332800388336, 17.125, 62.825]
['07/16/19 18:44:46', 2662.1333389282227, 17.062, 62.711600000000004]
['07/16/19 18:44:56', 2672.1333680152893, 16.937, 62.6]
['07/16/19 18:45:06', 2682.134314060211, 16.875, 62.375]
['07/16/19 18:45:16', 2692.1333689689636, 16.812, 62.2616]
['07/16/19 18:45:26', 2702.1333899497986, 16.687, 62.03660000000001]
